"model_name","id","label"
"Airplane body_wing_rivets.step","666","0"
"Airplane body_wing_rivets.step","667","0"
"Airplane body_wing_rivets.step","668","0"
"Airplane body_wing_rivets.step","669","0"
"Airplane body_wing_rivets.step","670","0"
"Airplane body_wing_rivets.step","671","0"
"Airplane body_wing_rivets.step","672","0"
"Airplane body_wing_rivets.step","673","2"
"Airplane body_wing_rivets.step","674","2"
"Airplane body_wing_rivets.step","675","0"
"Airplane body_wing_rivets.step","676","0"
"Airplane body_wing_rivets.step","677","0"
"Airplane body_wing_rivets.step","678","0"
"Airplane body_wing_rivets.step","679","0"
"Airplane body_wing_rivets.step","680","0"
"Airplane body_wing_rivets.step","681","0"
"Airplane body_wing_rivets.step","682","0"
"Airplane body_wing_rivets.step","683","0"
"Airplane body_wing_rivets.step","684","2"
"Airplane body_wing_rivets.step","685","0"
"Airplane body_wing_rivets.step","686","0"
"Airplane body_wing_rivets.step","687","0"
"Airplane body_wing_rivets.step","688","0"
"Airplane body_wing_rivets.step","689","0"
"Airplane body_wing_rivets.step","690","0"
"Airplane body_wing_rivets.step","691","0"
"Airplane body_wing_rivets.step","692","0"
"Airplane body_wing_rivets.step","693","0"
"Airplane body_wing_rivets.step","694","0"
"Airplane body_wing_rivets.step","695","0"
"Airplane body_wing_rivets.step","696","0"
"Airplane body_wing_rivets.step","697","2"
"Airplane body_wing_rivets.step","698","2"
"Airplane body_wing_rivets.step","699","0"
"Airplane body_wing_rivets.step","700","0"
"Airplane body_wing_rivets.step","701","0"
"Airplane body_wing_rivets.step","702","0"
"Airplane body_wing_rivets.step","703","0"
"Airplane body_wing_rivets.step","704","0"
"Airplane body_wing_rivets.step","705","0"
"Airplane body_wing_rivets.step","706","0"
"Airplane body_wing_rivets.step","707","0"
"Airplane body_wing_rivets.step","708","2"
